209	
1	<u>sh</u>ay<u>kh</u>, Mullá Sádiq. ‘Abdu’l-Bahá	sheik, Mullah Sadek. Abdul Baha
1	<u>sh</u>ay<u>kh</u>s	sheikhs
4	<u>sh</u>ay<u>kh</u>s	sheiks
1	='Súratu’l-Haykal	='Suratu'l-Haykal
1	=‘Abdu’l-B&&l	=Abdu'l-B&&l
1	A'y~a2‘'d-Dawlih	A'y~a2‘'d-Dawla
1	A)~fn~'d-Dawlih	A)~fn~'d-Dawla
1	A,nf7~n'd-Dawlih	A,nf7~n'd-Dawla
1	A.-"Muḥammad	A.-"Muhammad
1	A.-"Ḥájí	A.-"Hajji
1	A<U>DH</U>IRBÁYJÁN	ADHIRBAYJAN
1	A<U>GH</U>ṢÁN	AGHSAN
26	A<u>dh</u>irbáyján	Adhirbayjan
1	A<u>dh</u>irbáyján-Tabríz	Adhirbayjan-Tabriz
32	A<u>gh</u>ṣán	Aghsan
2	A<u>gh</u>ṣán	Aghsán
1	A<u>gh</u>ṣán's	Aghsan's
2	A<u>gh</u>ṣáns	Aghsans
1	A<u>gh</u>ṣán{5}	Aghsan{5}
1	A<u>gh</u>ṣán}	Aghsan}
1	A<u>gh</u>ṣán}	Aghsán}
1	ABBÚD	ABBUD
1	ABDU'R-RAḤÍM	ABDU'R-RAHIM
3	ABDU'l-BAHÁ	ABDU'l-BAHA
12	ABHÁ	ABHA
1	ABHÁ. Mírzá Muḥammad-‘Alí	ABHA. Mirza Mohammed Ali
1	ABU'L-ḤASAN-I-AMIN	ABU'L-HASAN-I-AMIN
5	ABU’L-FAḌL	ABU'L-FADL
1	ABU’L-FAḌL	ABUL-FADL
1	ABU’L-FAḌL	ABU’L-FADL
1	ABU’L-FAḌL'S	ABU'L-FADL'S
2	ABU’L-QÁSIM	ABU'L-QASIM
1	ABU’L-QÁSIM	ABUL-QASIM
2	ABU’L-QÁSIM	ABULQASIM
1	ABU’L-QÁSIM-I-FIRAHANI	ABU'L-QASIM-I-FIRAHANI
1	ADBUL-BAHÁ	ADBUL-BAHA
1	AF<U>GH</U>ÁNISTÁN	AFGHANISTAN
3	AFNÁN	AFNAN
1	AFNÁN-I-KABIR	AFNAN-I-KABIR
4	AFRU<U>KH</U>TIH	AFRUKHTIH
1	ALLÁH-U-ABHÁ	ALLAH-O-ABHA
1	ALLÁH-U-ABHÁ	ALLAH-U-ABHA
1	ALLÁH-U-ABHÁ	ALLAHO ABHA
1	ALLÁH-U-ABHÁ	ALLAHUABHA
1	ALLÁH-VIRDI	ALLAH-VIRDI
1	AM'u'd-Dawlih	AM'u'd-Dawla
5	AMATU'L-BAHÁ	AMATU'L-BAHA
1	AMATU'l-BAHÁ	AMATU'l-BAHA
6	ASADU’LLÁH	ASADU'LLAH
1	AWu'l-Bahá"s	AWu'l-Baha"s
1	AZALÍ	AZALI
2	Ab'du'l-Bahá~had	Ab'du'l-Baha~had
1	Ab6'1-Faḍl	Ab6'1-Fadl
1	Aba-Badí‘	Aba-Badi
1	Abaka-<u>Kh</u>án	Abaka-Khan
1	Abbu'l-Bahá's	Abbu'l-Baha's
21	Abbúd	Abbud
1	Abbúd's	Abbud's
3	Abd-i-Hádír	Abd-i-Hadir
1	Abdmr'l-Bahá	Abdmr'l-Baha
1	Abdu''l-Bahá	Abdu''l-Baha
1	Abdu'dh-<u>Dh</u>ikr	Abdu'dh-Dhikr
1	Abdu'i-Bahá	Abdu'i-Baha
1	Abdu'r-Rasul-i-Mansur-i-Ká<u>sh</u>ání	Abdu'r-Rasul-i-Mansur-i-Kashani
15	Abdu'r-Raḥím	Abdu'r-Rahim
1	Abdu'r-Raḥím	Abdu'r-Rahím
1	Abdu'r-Raḥím's	Abdu'r-Rahim's
4	Abdu'r-Raḥím-i-Iṣfahání	Abdu'r-Rahim-i-Isfahani
1	Abdu'r-Raḥím-i-Misgar	Abdu'r-Rahim-i-Misgar
2	Abdu'r-Raḥím-i-Qannad	Abdu'r-Rahim-i-Qannad
2	Abdu'r-Riḍá	Abdu'r-Rida
1	Abdu-l-Bahá	Abdu-l-Baha
1	Abdu-l-Ḥusayn	Abdu-l-Husayn
1	Abdur-Bahá	Abdur-Baha
1	Abdur-Riḍá's	Abdur-Reza's
1	Abdutl-Ḥamíd	Abdutl-Hamid
2	Abdu~Bahá	Abdu~Baha
2	Abdu~l-Bahá	Abdu~l-Baha
1	Abd~'l-Bahá~~	Abd~'l-Baha~~
83	Abhá	Abha
1	Abhá."'[E	Abha."'[E
1	Abmadu'd-Dín	Abmadu'd-Din
1	Abu'-Faḍl	Abu'-Fadl
1	Abu'-Ḥasan	Abu'-Hasan
1	Abu'l-Ḥakím	Abu'l-Hakim
21	Abu'l-Ḥasan	Abu'l-Hasan
1	Abu'l-Ḥasan-Amin	Abu'l-Hasan-Amin
1	Abu'l-Ḥasan-i-<u>Sh</u>írází	Abu'l-Hasan-i-Shirazi
7	Abu'l-Ḥasan-i-Amin	Abu'l-Hasan-i-Amin
4	Abu'l-Ḥasan-i-Ardakani	Abu'l-Hasan-i-Ardakani
4	Abu'l-Ḥasan-i-Ardikani	Abu'l-Hasan-i-Ardikani
2	Abu'l-Ḥasan-i-Bazzaz	Abu'l-Hasan-i-Bazzaz
1	Abu'l-Ḥasan-i-Jilve	Abu'l-Hasan-i-Jilve
1	Abu'l-Ḥasan-i-Yazdadi	Abu'l-Hasan-i-Yazdadi
1	Abu'l-Ḥasan-‘Alí	Abu'l-Hasan-'Ali
1	Abu'l-Ḥasani'l	Abu'l-Hasani'l
1	Abu'l-Ḥasani'l-Ḥusayni	Abu'l-Hasani'l-Husayni
1	Abu'l-Ḥusayn	Abu'l-Husain
2	Abu'l-Ḥusayn	Abu'l-Husayn
1	Abu'l‑Faḍl	Abu'l‑Fadl
1	Abu-Aḥmad	Abu-Ahmad
1	Abu-Muḥammad	Abu-Muhammad
1	Abu-Sa‘íd	Abu-Sa'id
1	Abu-Sa‘íd's	Abu-Sa'id's
1	Abu-Sulaymán	Abu-Sulayman
1	Abu-l-Faḍl-i-Gulpaygani	Abu-l-Fadl-i-Gulpaygani
1	Abu-l-Ḥasan-i-Amin-i-Ardikani	Abu-l-Hasan-i-Amin-i-Ardikani
2	Abu-Ḥamíd	Abu-Hamid
3	Abud'l-Bahá	Abud'l-Baha
1	Abud'l-Bahá's	Abud'l-Baha's
1	Abud'l-Faḍl	Abud'l-Fadl
1	Abu’I-Faḍl	Abu’I-Fadl
1	Abu’l	Abu'l-
5	Abu’l	Abul
1	Abu’l'Ala	Abu'l-'Ala
1	Abu’l'As	Abu'l-'As
1	Abu’l'Attar	Abu'l-'Attar
1	Abu’l'i-Qasim	Abul'i-Qasim
56	Abu’l-Faḍl	Abu'l-Fadl
3	Abu’l-Faḍl	Abu'l-Fazl
1	Abu’l-Faḍl	Abu'l-Faḍl
3	Abu’l-Faḍl	Abul Fazl
1	Abu’l-Faḍl	Abul-Fadl
4	Abu’l-Faḍl	Abul-Fazl
4	Abu’l-Faḍl	Abu’l-Fadl
20	Abu’l-Faḍl's	Abu'l-Fadl's
2	Abu’l-Faḍl's {Bahá’í	Abul Fazl's {Baha'i
1	Abu’l-Faḍl-i-	Abu'l-Fadl-i-
5	Abu’l-Faḍl-i-Gulpaygani	Abu'l-Fadl-i-Gulpaygani
1	Abu’l-Faḍl-i-Gulpaygani	Abu’l-Fadl-i-Gulpaygani
1	Abu’l-Faḍl-i-Gulpayigani	Abu'l-Fadl-i-Gulpayigani
1	Abu’l-Faḍl-i-Gulpygani	Abu'l-Fadl-i-Gulpygani
1	Abu’l-Faḍl<;U	Abu'l-Fadl<;U
1	Abu’l-Faḍl’s	Abul-Fazl’s
2	Abu’l-Faḍl’s	Abu’l-Fadl’s
1	Abu’l-Qásim	Abu'l Qasim
1	Abu’l-Qásim	Abu'l- Qasim
39	Abu’l-Qásim	Abu'l-Qasim
6	Abu’l-Qásim	Abu'l-Qásim
1	Abu’l-Qásim	Abul Gasem
1	Abu’l-Qásim	Abul Qasim
6	Abu’l-Qásim	Abul-Qasim
1	Abu’l-Qásim	Abu’l-Qasim
2	Abu’l-Qásim's	Abu'l-Qasim's
1	Abu’l-Qásim, Ḥájí	Abu'l Qasim, Haji
1	Abu’l-Qásim-i-	Abu'l-Qasim-i-
1	Abu’l-Qásim-i-<u>Kh</u>urasání	Abu'l-Qasim-i-Khurasani
3	Abu’l-Qásim-i-<u>Sh</u>írází	Abu'l-Qasim-i-Shirazi
1	Abu’l-Qásim-i-Bayed	Abu'l-Qasim-i-Bayed
1	Abu’l-Qásim-i-Farahani	Abu'l-Qasim-i-Farahani
1	Abu’l-Qásim-i-Hamadam	Abu'l-Qasim-i-Hamadam
1	Abu’l-Qásim-i-Hamadani	Abu'l Qasim-i-Hamadani
4	Abu’l-Qásim-i-Hamadani	Abu'l-Qasim-i-Hamadani
1	Abu’l-Qásim-i-Hamandini	Abu'l-Qasim-i-Hamandini
1	Abu’l-Qásim-i-Iṣfahání	Abu'l-Qasim-i-Isfahani
1	Abu’l-Qásim-i-Iṣfahání	Abul-Qasim-i-Isfahani
3	Abu’l-Qásim-i-Ka<u>sh<u>í	Abu'l-Qasim-i-Kashi
1	Abu’l-Qásim-i-Khammar	Abu'l-Qasim-i-Khammar
1	Abu’l-Qásim-i-Kharraz	Abu'l-Qasim-i-Kharraz
2	Abu’l-Qásim-i-Ká<u>sh</u>ání	Abu'l-Qasim-i-Kashani
1	Abu’l-Qásim-i-Ká_sh_í	Abu'l-Qásim-i-Ká_sh_í
1	Abu’l-Qásim-i-Labbaf	Abu'l-Qasim-i-Labbaf
1	Abu’l-Qásim-i-Marnani	Abu'l-Qasim-i-Marnani
1	Abu’l-Qásim-i-Marnuni	Abu'l-Qasim-i-Marnuni
2	Abu’l-Qásim-i-Nazir	Abu'l-Qasim-i-Nazir
1	Abu’l-Qásim-i-Qá’im-Maqam	Abu'l-Qasim-i-Qa'im-Maqam
2	Abu’l-Qásim-i-Sulṭán	Abu'l-Qasim-i-Sultan
1	Abu’l-Qásim-i-Sulṭánabadi	Abu'l-Qasim-i-Sultanabadi
1	Abu’l-Qásim-i-Zanjani	Abu'l-Qasim-i-Zanjani
1	Abu’l-Ḥasan	Abul'-Hasan
1	Abu’l-Ḥasan	Abu’l-Hasan
1	Abu’l.Ḥasan-‘Alí	Abu'l-.Hasan-‘Alí
1	Abu’l~sim	Abu'l-~sim
2	Abu’l‘Abbás	Abu'l-'Abbas
1	Abu’l‘Abbás	Abu'l-'Abbás
1	Abu’lḤasan	Abu'l-Ḥasan
1	Abu’lḤasan	Abú'l-Ḥasan
1	Abú-	Abu-
1	Abú-'Abdi'llah	Abu-'Abdi'llah
1	Abú-'Abd~'llah	Abu-'Abd~'llah
1	Abú-'Afak	Abu-'Afak
2	Abú-'Amir	Abu-'Amir
1	Abú-'As	Abu-'As
1	Abú-'Ikrimah	Abu-'Ikrimah
2	Abú-'Ubaydah	Abu-'Ubaydah
1	Abú-‘Abdu’lláh	Abu-Abdu'llah
4	Abú-‘Alí	Abu-'Ali
2	Abú-‘Alí	Abu-Ali
1	Abú-Ḥamíd	Abú-Hamid
1	Adbul-Bahá’s	Adbul-Baha’s
1	Adu'l-Bahá	Adu'l-Baha
1	Adudu'd-Dawlih	Adudu'd-Dawla
29	Af<u>gh</u>ánistán	Afghanistan
1	Af<u>gh</u>ánistán's	Afghanistan's
1	Af<u>gh</u>ánistán-	Afghanistan-
5	Af<u>sh</u>ar	Afshar
1	Af<u>sh</u>ar's	Afshar's
1	Afatu'd-Dawlih	Afatu'd-Dawla
1	Aflatún	Aflatoun
2	Aflatún	Aflatun
65	Afnán	Afnan
4	Afnán's	Afnan's
1	Afnán,"Kushishi,"and	Afnan,"Kushishi,"and
1	Afnán,{207}	Afnan,{207}
1	Afnán-i	Afnan-i
1	Afnán-i-Kab'ir	Afnan-i-Kab'ir
8	Afnán-i-Kabir	Afnan-i-Kabir
1	Afnán-i-Yazdí	Afnan-i-Yazdi
1	Afnán[+	Afnan[+
1	Afnán[3]had	Afnan[3]had
1	Afnáni	Afnani
10	Afnáns	Afnans
1	Afnán{10}	Afnan{10}
1	Afnán{62}	Afnan{62}
2	Afnán}	Afnan}
6	Afru<u>kh</u>tih	Afrukhtih
1	Afru<u>kh</u>tih	Afrúkhtih
3	Ahang-i-Badí‘	Ahang-i-Badi
2	Ahdu'l-Bahá	Ahdu'l-Baha
1	Ahli'l-Madinata'l-Faḍilah}	Ahli'l-Madinata'l-Fadilah}
1	Ahlu'l-Kitáb	Ahlu'l-Kitab
1	Aka-Muḥammad-Mahdi	Aka-Mohammed-Mahdi
1	Akbar-i-<u>Sh</u>áhmírzádí	Akbar-i-Shahmirzadi
1	Al-<u>Kh</u>án	Al-Khan
1	Al-Abhá	Al-Abha
2	Al-Bahá	Al-Baha
1	Al-Bayán	Al-Bayan
1	Al-Bayánu’l-‘Arabí	Al-Bayanu'l-'Arabi
1	Al-Bayánu’l-‘Arabí	Al-Bayánu'l-Arabi
5	Al-Fárábí	Al-Farabi
1	Al-Fárábí's	Al-Farabi's
1	Al-Fárábí}	Al-Farabi}
1	Al-Hádí	Al-Hadi
1	Al-Kitáb	Al-Kitab
1	Al-Mu'tamid-u-'Al'-Alláh	Al-Mu'tamid-u-'Al'-Allah
1	Al-Mírzá	Al-Mirza
3	Al-Ḥakím	Al-Hakim
1	Al-Ḥakím}	Al-Hakim}
1	Al-Ḥasan	Al-Hasan
1	Al^-Muḥammad	Al^-Muhammad
1	Alai'd-Dín	Alai'd-Din
1	Alam-<u>Sh</u>áh	Alam-Shah
1	Alamu'd-Dín	Alamu'd-Din
1	Ald'?‘'d-Dawlih	Ald'?‘'d-Dawla
1	All-<u>Kh</u>án	All-Khan
1	All-Muḥammad	All-Muhammad
1	Alla-ho-Abhá	Alla-ho-Abha
1	Alla-o-Abhá	Alla-o-Abha
1	Allahu'l-Musta<u>gh</u>á<u>th</u>	Allahu'l-Mustaghath
1	Allamiy-i-Núrí	Allamiy-i-Nuri
38	Alláh	Allah
1	Alláh!g	Allah!g
1	Alláh'-u-'Abhá	Allah'-u-'Abha
1	Alláh'o'Abhá	Allah'o'Abha
4	Alláh's	Allah's
1	Alláh'u	Allah'u
1	Alláh'u'A'Zam	Allah'u'A'Zam
1	Alláh'u'A'zam	Allah'u'A'zam
1	Alláh'u'Abba	Allah'u'Abba
10	Alláh'u'Abhá	Allah'u'Abha
1	Alláh'u'Abhá"}	Allah'u'Abha"}
1	Alláh'u'Abhá."}	Allah'u'Abha."}
1	Alláh'u'Ajmal	Allah'u'Ajmal
3	Alláh'u'Akbar	Allah'u'Akbar
1	Alláh'u'Akbar".{70}	Allah'u'Akbar".{70}
1	Alláh'u'abha	Allah'u'abha
1	Alláh'u'lAkbar	Allah'u'lAkbar
1	Alláh-Bakhsh	Allah-Bakhsh
1	Alláh-Kuli	Allah-Kuli
1	Alláh-Vardi	Allah-Vardi
1	Alláh-Yar	Allah-Yar
1	Alláh-ho-Ab-ha	Allah-ho-Ab-ha
1	Alláh-ho-Ab-haah	Allah-ho-Ab-haah
1	Alláh-ho-Abhá	Allah-ho-Abha
1	Alláh-hu	Allah-hu
1	Alláh-u-A'zam	Allah-u-A'zam
1	Alláh-u-Abhá	Allah-o-Abha
1	Alláh-u-Abhá	Allah-u Abha
1	Alláh-u-Abhá	Allah-u'Abha
30	Alláh-u-Abhá	Allah-u-Abha
3	Alláh-u-Abhá	Allaho Abha
1	Alláh-u-Abhá	Allaho’Abha
2	Alláh-u-Abhá	Allahu Abha
2	Alláh-u-Abhá	Allahu abha
1	Alláh-u-Abhá	Allahu-Abha
1	Alláh-u-Abhá	Alláh-u Abhá
1	Alláh-u-Abhás	Allaho’Abhas
1	Alláh-u-Abhás}	Allah-u-Abhas}
2	Alláh-u-Abhá}	Allah-u-Abha}
1	Alláh-u-Abhá}	Alláhu Abhá}
1	Alláh-u-Ajmal}	Allah-u-Ajmal}
7	Alláh-u-Akbar	Allah-u-Akbar
1	Alláh-u-Akbar}	Allah-u-Akbar}
1	Alláh-ul-Musta<u>gh</u>á<u>th</u>	Allah-ul-Mustaghath
1	Alláh-yar	Allah-yar
3	Alláhs	Allahs
3	Alláh}	Allah}
1	Alláh’o’Abhá	Allah’o’Abha
1	Alus12frn'd-Dawlih	Alus12frn'd-Dawla
1	Al~itfc'd-Dawlih	Al~itfc'd-Dawla
1	Al~mad-i-Kirmání	Al~mad-i-Kirmani
1	Am;nu's-Sulṭán	Am;nu's-Sultan
1	Amata'l-Bahá	Amata'l-Baha
39	Amatu'l-Bahá	Amatu'l-Baha
1	Amatu'l-Bahá Rúḥíyyih <u>Kh</u>ánum, ‘Alí-Akbar Furútan and Dr ‘Alí-Muḥammad Varqá	Amatu'l-Baha Ruhiyyih Khanum, 'Ali-Akbar Furutan and Dr 'Ali Muhammad Varqa
4	Amatu'l-Bahá's	Amatu'l-Baha's
1	Amatu'l-Bahá-the	Amatu'l-Baha-the
1	Amatu'l-Bahá.{196}	Amatu'l-Baha.{196}
1	Amatu'l-Bahá.}	Amatu'l-Baha.}
2	Amatu’l-Bahá	Amatu’l-Baha
1	Ameen-es-Sulṭán	Ameen-es-Sultan
2	Ameer-‘Alí	Ameer-'Ali
3	Ameer-‘Alí	Ameer-Ali
1	Ameer-‘Alí	Ameer-‘Ali
1	Amin-es-Sulṭán	Amin-es-Sultan
1	Amin-i-Aqdas	Amin-i-Akhdas
1	Amin-u-Al-i-Muḥammad	Amin-u-Al-i-Muhammad
1	Amin-us-Sulṭán	Amin-us-Sultan
1	Amina's-Sulṭán	Amina's-Sultan
3	Aminu'd-Dawlih	Aminu'd-Dawla
4	Aminu'l-Bayán	Aminu'l-Bayan
1	Aminu'l-{Bayán}	Aminu'l-{Bayan}
10	Aminu's-Sulṭán	Aminu's-Sultan
4	Aminu's-Sulṭán's	Aminu's-Sultan's
1	Aminu's-Sulṭán,[E	Aminu's-Sultan,[E
1	Amir-i-Nayrízí	Amir-i-Nayrizi
1	Amir-‘Abbás	Amir-'Abbas
1	Amir-‘Alí	Amir-'Ali
1	Amminu's-Sulṭán	Amminu's-Sultan
2	Ammu's-Sulṭán	Ammu's-Sultan
2	Amr-i-Badí‘}	Amr-i-Badi'}
1	An-Nuru'l-Abhá	An-Nuru'l-Abha
1	Andish-i-hay-i-Mírzá	Andish-i-hay-i-Mirza
1	Anjuman-i-Nashr-i-Athar-i-Írán	Anjuman-i-Nashr-i-Athar-i-Iran
1	Anti-Bahá’í	Anti-Baha'i
1	Anti-Bábí	Anti-Babi
1	An~fnns-Sulṭán	An~fnns-Sultan
2	Aqdas	Akdas
1	Aqdas}	Akdas}
1	Arab-i-<u>Kh</u>án	Arab-i-Khan
1	Argoon-<u>Kh</u>án	Argoon-Khan
1	Arshadu'd-Dawlih	Arshadu'd-Dawla
1	Asadu’lláh	Asad'u'llah
37	Asadu’lláh	Asadu'llah
8	Asadu’lláh	Asadu'lláh
2	Asadu’lláh	Asadullah
2	Asadu’lláh	Asadu’llah
1	Asadu’lláh	Assad Ulla
1	Asadu’lláh	Assad'Ullah
1	Asadu’lláh	Assad'ullah
1	Asadu’lláh	Assad-Ullah
1	Asadu’lláh	Assadollah
5	Asadu’lláh	Assadu'llah
2	Asadu’lláh	Assadulla
6	Asadu’lláh	Assadullah
1	Asadu’lláh	Assad’ullah
8	Asadu’lláh's	Asadu'llah's
1	Asadu’lláh's	Asadu'lláh's
1	Asadu’lláh's	Asadullah's
1	Asadu’lláh's	Assad'ullah's
1	Asadu’lláh's	Assadulla's
1	Asadu’lláh's	Assadullah's
1	Asadu’lláh-Farhadi	Asadu'llah-Farhadi
1	Asadu’lláh-I-Qumi	Asadu'llah-I-Qumi
2	Asadu’lláh-i-Dayyan	Asadu'llah-i-Dayyan
1	Asadu’lláh-i-Dayyan	Asadullah-i-Dayyan
8	Asadu’lláh-i-Iṣfahání	Asadu'llah-i-Isfahani
1	Asadu’lláh-i-Iṣfahání	Asadu’llah-i-Isfahani
1	Asadu’lláh-i-Ka<u>sh<u>í	Asadu'llah-i-Kashi
4	Asadu’lláh-i-Khu'i	Asadu'llah-i-Khu'i
1	Asadu’lláh-i-Khuy	Asadu'llah-i-Khuy
1	Asadu’lláh-i-Ká<u>sh</u>ání	Asadu'llah-i-Kashani
10	Asadu’lláh-i-Qumi	Asadu'llah-i-Qumi
1	Asadu’lláh-i-Qumí	Asadu'lláh-i-Qumí
2	Asadu’lláh-i-Ra<u>sh</u>tí	Asadu'llah-i-Rashti
1	Asadu’lláh-i-_Kh_u'í	Asadu'lláh-i-_Kh_u'í
1	Asafu'd-Dawlih	Asafu'd-Dawla
1	Ased-oullah-<u>Kh</u>án	Ased-oullah-Khan
9	Asmá’	Asma
3	Asmá’	Asmá
1	Asmá’'u'l-.Husná	Asmá'u'l-.Husná
1	Asmá’'u'l-Husna	Asma'u'l-Husna
1	As‘'fu'd-Dawlih	As‘'fu'd-Dawla
1	At&'1Bahá	At&'1Baha
1	At-Bayán	At-Bayan
1	Ata-Malik-i-Juvayní	Ata-Malik-i-Juvayni
1	Avad-Muḥammad	Avad-Muhammad
1	Awah-ooh-Abhá	Awah-ooh-Abha
1	Ay,'u'd-Dawlih	Ay,'u'd-Dawla
1	Ayiy-i-Núr	Ayiy-i-Nur
1	Ayi‘~‘'d-Dawlih	Ayi‘~‘'d-Dawla
1	Ayn'~'d-Dawlih	Ayn'~'d-Dawla
1	Ayn?''d-Dawlih	Ayn?''d-Dawla
1	Ayntc'd-Dawlih	Ayntc'd-Dawla
1	Ayn~'d-Dawlih	Ayn~'d-Dawla
18	Azalí	Azali
1	Azalí's	Azali's
1	Azalíes	Azalies
1	Azalíintriguesthat	Azaliintriguesthat
1	Azalíl	Azalil
27	Azalís	Azalis
4	Azim-i-Tafrí<u>sh</u>í	Azim-i-Tafrishi
1	Azizu's-Sulṭán	Azizu's-Sultan
2	A~du'l-Bahá	A~du'l-Baha
6	AḤMAD	AHMAD
1	AḤMAD-I-JARRAH	AHMAD-I-JARRAH
101	Aḥmad	Ahmad
9	Aḥmad	Ahmed
1	Aḥmad"Rúḥí"of	Ahmad"Ruhi"of
1	Aḥmad"on	Ahmad"on
25	Aḥmad's	Ahmad's
1	Aḥmad-Naraqi	Ahmad-Naraqi
1	Aḥmad-Yazdí	Ahmed-Yazdi
1	Aḥmad-i	Ahmad-i
1	Aḥmad-i-'Allaf	Ahmad-i-'Allaf
4	Aḥmad-i-<u>Kh</u>urasání	Ahmad-i-Khurasani
1	Aḥmad-i-A.hsa'i	Ahmad-i-A.hsa'i
4	Aḥmad-i-Afnán	Ahmad-i-Afnan
1	Aḥmad-i-Ahsa'a	Ahmad-i-Ahsa'a
19	Aḥmad-i-Ahsa'i	Ahmad-i-Ahsa'i
1	Aḥmad-i-Asha'i	Ahmad-i-Asha'i
7	Aḥmad-i-Azghandi	Ahmad-i-Azghandi
2	Aḥmad-i-Baqiroff	Ahmad-i-Baqiroff
1	Aḥmad-i-Hindi	Ahmad-i-Hindi
1	Aḥmad-i-Ibdal	Ahmad-i-Ibdal
1	Aḥmad-i-Ibdal-i-Mará<u>gh</u>i'í}	Ahmad-i-Ibdal-i-Maraghi'i}
4	Aḥmad-i-Iṣfahání	Ahmad-i-Isfahani
1	Aḥmad-i-Jarrah	Ahmad-i-Jarrah
1	Aḥmad-i-Kasravi	Ahmad-i-Kasravi
6	Aḥmad-i-Katib	Ahmad-i-Katib
1	Aḥmad-i-Kirm.ini	Ahmad-i-Kirm.ini
3	Aḥmad-i-Kirmání	Ahmad-i-Kirmani
4	Aḥmad-i-Ká<u>sh</u>ání	Ahmad-i-Kashani
1	Aḥmad-i-Ká<u>sh</u>ání	Ahmad-i-Káshání
1	Aḥmad-i-Milani	Ahmad-i-Milani
1	Aḥmad-i-Mu'allim	Ahmad-i-Mu'allim
1	Aḥmad-i-Mustawfi	Ahmad-i-Mustawfi
1	Aḥmad-i-Najjar	Ahmad-i-Najjar
1	Aḥmad-i-Nishapuri	Ahmad-i-Nishapuri
1	Aḥmad-i-Qazvini	Ahmad-i-Qazvini
1	Aḥmad-i-Rtlhi	Ahmad-i-Rtlhi
5	Aḥmad-i-Rúḥí	Ahmad-i-Ruhi
1	Aḥmad-i-Taftazani	Ahmad-i-Taftazani
7	Aḥmad-i-Yazdí	Ahmad-i-Yazdi
1	Aḥmad-‘Alí	Ahmad-'Ali
1	Aḥmad>	Ahmad>
3	Aḥmadi	Ahmadi
5	Aḥmadiyya	Ahmadiyya
3	Aḥmadiyyah	Ahmadiyyah
1	Aḥmadiyyas	Ahmadiyyas
5	Aḥmadiyyih	Ahmadiyyih
1	Aḥmadl-i-ll~h~	Ahmadl-i-ll~h~
1	Aḥmadnagar	Ahmadnagar
1	Aḥmadou	Ahmadou
1	Aḥmadov	Ahmadov
2	Aḥmadpur	Ahmadpur
1	Aḥmadu'd-Dín	Ahmadu'd-Din
4	Aḥmad}	Ahmad}
1	Aḥmad’s	Ahmed’s
1	B&i/Bahá’í	B&i/Baha'i
6	BA<U>GH</U>DÁD	BAGHDAD
1	BA<U>GH</U>DÁDÍ	BAGDADI
1	BADÍ‘	BADI
1	BADÍ‘U’LLAH	BADI'U'LLAH
5	BAHJÍ	BAHJI
2	BAHRÁM	BAHRAM
6	BAHÁ	BAHA
1	BAHÁ	BEHA
1	BAHÁ'-	BAHA'-
1	BAHÁ'IRAT	BAHA'IRAT
1	BAHÁ'IYYIH	BAHA'IYYIH
1	BAHÁ'Is	BAHA'Is
1	BAHÁ'O'LLAII	BAHA'O'LLAII
1	BAHÁ'O'LLAa	BAHA'O'LLAa
1	BAHÁ'RAT	BAHA'RAT
1	BAHÁ'S	BAHA'S
1	BAHÁ'U'L-ABHÁ	BAHA'U'L-ABHA
1	BAHÁ'U'LL&	BAHA'U'LL&
1	BAHÁ'U'LLAHS	BAHA'U'LLAHS
1	BAHÁ'U'LLH	BAHA'U'LLH
1	BAHÁ'f	BAHA'f
7	BAHÁ'i	BAHA'i
1	BAHÁ'iS	BAHA'iS
1	BAHÁ's	BAHA's
1	BAHÁ'u'LLAH	BAHA'u'LLAH
1	BAHÁ’	BAHA’
1	BAHÁ’S	BAHA’S
7	BAHÁ’U’LLÁH	BAHA'O'LLAH
44	BAHÁ’U’LLÁH	BAHA'U'LLAH
1	BAHÁ’U’LLÁH	BAHA'ULLAH
1	BAHÁ’U’LLÁH	BAHAU'LLAH
5	BAHÁ’U’LLÁH	BAHAULLAH
1	BAHÁ’U’LLÁH	BAHA’O’LLAH
2	BAHÁ’U’LLÁH	BAHA’U’LLAH
8	BAHÁ’U’LLÁH	BAHÁ'U'LLÁH
15	BAHÁ’U’LLÁH'S	BAHA'U'LLAH'S
1	BAHÁ’U’LLÁH'S	BAHAU'LLAH'S
1	BAHÁ’U’LLÁH), Mírzá Muḥammad-‘Alí, Mírzá	BAHA’O’LLAH), Mirza Mohammed Ali, Mirza
1	BAHÁ’U’LLÁH-EL-ABHÁ	BAHA’O’LLAH-EL-ABHA
1	BAHÁ’U’LLÁH-el-ABHÁ	BAHA'U'LLAH-el-ABHA
1	BAHÁ’U’LLÁH-el-ABHÁ	BAHA'ULLAH-el-ABHA
1	BAHÁ’U’LLÁH.+	BAHA'U'LLAH.+
1	BAHÁ’U’LLÁH.<p10>	BAHA’U’LLAH.<p10>
1	BAHÁ’U’LLÁH;+	BAHA'U'LLAH;+
1	BAHÁ’U’LLÁH}	BAHA'U'LLAH}
1	BAHÁ’U’LLÁH’S	BAHA’O’LLAH’S
1	BAHÁ’U’LLÁH’S	BAHA’U’LLAH’S
54	BAHÁ’Í	BAHA'I
18	BAHÁ’Í	BAHAI
2	BAHÁ’Í	BAHA’I
9	BAHÁ’Í	BAHÁ'Í
1	BAHÁ’Í'S	BAHAI'S
